id,field_id,value,count,percentage
642,192,2022,1,2.78
643,192,16,1,2.78
644,192,26,1,2.78
645,192,2,1,2.78
646,192,13,1,2.78
647,192,6,1,2.78
648,192,4,1,2.78
649,192,12,1,2.78
650,192,111,1,2.78
651,193,-,19,52.78
652,193,1,5,13.89
653,193,6,2,5.56
654,193,2023,1,2.78
655,193,31,1,2.78
656,193,21,1,2.78
657,193,17,1,2.78
658,193,2,1,2.78
659,193,12,1,2.78
660,193,39,1,2.78
661,193,4,1,2.78
662,193,3,1,2.78
663,193,146,1,2.78
664,194,-,18,50.0
665,194,1,3,8.33
666,194,3,2,5.56
667,194,2,2,5.56
668,194,7,2,5.56
669,194,2024,1,2.78
670,194,17,1,2.78
671,194,19,1,2.78
672,194,12,1,2.78
673,194,24,1,2.78
674,194,11,1,2.78
675,194,5,1,2.78
676,194,6,1,2.78
677,194,121,1,2.78
678,216,-,39,100.0
679,217,-,19,48.72
680,217,"العام
Year",1,2.56
681,217,2007,1,2.56
682,217,2008,1,2.56
683,217,2009,1,2.56
684,217,2010,1,2.56
685,217,2011,1,2.56
686,217,2012,1,2.56
687,217,2013,1,2.56
688,217,2014,1,2.56
689,217,2015,1,2.56
690,217,2016,1,2.56
691,217,2017,1,2.56
692,217,2018,1,2.56
693,217,2019,1,2.56
694,217,2020,1,2.56
695,217,2021,1,2.56
696,217,[1] 2022,1,2.56
697,217,2023,1,2.56
698,217,20224,1,2.56
699,217,[1] تم فصل نشاط الإدارة إلى نشاطين وهما إدارة الاستثمارات وتشغيل الصناديق، وإدارة الاستثمارات.,1,2.56
700,218,"ممارس
Commenced",18,46.15
701,218,"غير ممارس
Not Commenced",18,46.15
702,218,-,2,5.13
703,218,"ممارسة/عدم ممارسة
Business Commencement Status",1,2.56
704,221,-,31,79.49
705,221,14,2,5.13
706,221,"إدارة الاستثمارات
Managing Investments",1,2.56
707,221,8,1,2.56
708,221,25,1,2.56
709,221,17,1,2.56
710,221,32,1,2.56
711,221,"[1] Management activity has been separated into two activities (Managing Investments and Operating Funds, and Managing Investment)",1,2.56
712,225,-,19,100.0
713,229,-,9,47.37
714,229,2,3,15.79
715,229,1,3,15.79
716,229,"سحب ترخيص
Revocation of License",1,5.26
717,229,6,1,5.26
718,229,3,1,5.26
719,229,0,1,5.26
720,230,-,4,21.05
721,230,1,4,21.05
722,230,2,3,15.79
723,230,6,2,10.53
724,230,3,2,10.53
725,230,"إلغاء ترخيص
Cancellation of License",1,5.26
726,230,14,1,5.26
727,230,16,1,5.26
728,230,4,1,5.26
729,231,"النوع
Type",1,2.7
730,231,"مخالفة قواعد طرح الأوراق المالية والالتزامات المستمرة
Violation of RULES ON THE OFFER OF SECURITIES AND CONTINUING OBLIGATIONS",1,2.7
731,231,"مخالفة لائحة حوكمة الشركات
Violation of Corporate Governance Regulations",1,2.7
732,231,"مخالفة لائحة الاندماج والاستحواذ
Violation of Merger and Acquisition Regulations",1,2.7
733,231,"مخالفة لائحة صناديق الاستثمار/العقاري
Violation of Investment Funds/Real Estate Investment Funds Regulations",1,2.7
734,231,"مخالفة لائحة مؤسسات السوق المالية
Violation of the Capital Market Institutions Regulations",1,2.7
735,231,مخالفة لائحة وكالات التصنيف الائتماني,1,2.7
736,231,"مخالفة تعليمات الحسابات الاستثمارية
Violation of Investment Accounts Instructions",1,2.7
737,231,"مخالفة التعليمات الخاصة بإعلانات الشركات
Violation of Instructions for Companies’ Announcements",1,2.7
738,231,مخالفة القواعد المنظمة للمنشآت ذات الأغراض الخاصة,1,2.7
739,231,"مخالفة قواعد الكفاية المالية
Violation of Prudential Rules",1,2.7
740,231,"مخالفة لائحة سلوكيات السوق
Violation of MARKET CONDUCT REGULATIONS",1,2.7
741,231,"مخالفة لائحة أعمال الأوراق المالية
Violation of the Securities Business Regulations",1,2.7
742,231,"مخالفة قواعد تسجيل مراجعي حسابات المنشآت الخاضعة لإشراف الهيئة
Violation of Rules for Registering Auditors of Entities Subject to the Authority's Supervision",1,2.7
743,231,"مخالفة قواعد الإدراج
Violation of Listing Rules",1,2.7
744,231,"مخالفة قرارات مجلس الهيئة
Violation of CMA Board Resolutions",1,2.7
745,231,"مخالفة تعاميم الهيئة
Vaiolation of CMA's Circulars",1,2.7
746,231,مخالفة اللائحة التنفيذية لنظام الشركات الخاصة بشركات المساهمة  المدرجة,1,2.7
747,231,"مخالفة الضوابط والإجراءات التنظيمية الصادرة تنفيذاً لنظام الشركات الخاصة بشركات المساهمة المدرجة​​
Violation of Regulatory controls and procedures issued in implementation of the Companies Law for Listed Joint Stock Companies",1,2.7
748,231,"مخالفة لائحة مراكز مقاصة الأوراق المالية
Violation of Securities Central Counterparties Regulations",1,2.7
749,231,"الإجراءات والتعليمات الخاصة بالشركات المدرجة أسهمها في السوق التي بلغت خسائرها المتراكمة 20% فأكثر من رأس مالها
Procedures and instructions for listed companies with accumulated losses amounted to 20% or more of their capital",1,2.7
750,231,"مخالفة نظام الشركات
Violation of Companies Law",1,2.7
751,231,"مخالفة نظام مكافحة غسل الأموال ونظام مكافحة جرائم الإرهاب وتمويله ولائحتيهما التنفيذية 
Violation of The Money-laundering Statute",1,2.7
752,231,"مخالفة نظام السوق المالية
Violation of Capital markets law",1,2.7
753,231,"مخالفة تعليمات بناء سجل الأوامر و تخصيص الأسهم في الاكتتابات الأولية
Violation of Book Building Process And Allocation Instructions",1,2.7
754,231,"مخالفة لائحة أسواق و مركز إيداع الأوراق المالية
Violation of Securities Exchanges And depository Centers Regulations",1,2.7
755,231,"مخالفة لائحة تعليمات الحوكمة الشرعية في مؤسسات السوق المالية
Violation of Shariah Governance in Capital Market Institutions Instructions",1,2.7
756,231,"مخالفة تلاعب وتضليل/ سلوكيات السوق
Violation of Manipulation and Misleading",1,2.7
757,231,"مخالفة إفصاح
Disclosure Violation",1,2.7
758,231,"مخالفة تداول بناءً على معلومة داخلية
Violation of Insider Trading",1,2.7
759,231,"مخالفة تملك/ تصرف نسب من دون إشعار الهيئة
Violation of Ownership/Disposal of Percentages without Notifying CMA",1,2.7
760,231,"مخالفة لائحة طرح الأوراق المالية
Violation of the “Offers of Securities Regulations”",1,2.7
761,231,"مخالفات أخرى لقواعد التسجيل والإدراج
Other Violations of Listing Rules",1,2.7
762,231,"مخالفة التداول خلال فترة الحظر
 Trading During Prohibited Period",1,2.7
763,231,"مخالفات أخرى
Other Violations",1,2.7
764,231,"الإجمالي
Total",1,2.7
765,231,[1] قد تشترك أكثر من مخالفة في قضية واحدة، وعليه تم تصنيف  (*) القضية بناء على المخالفة الأبرز.,1,2.7
766,232,-,29,78.38
767,232,2007,1,2.7
768,232,7,1,2.7
769,232,45,1,2.7
770,232,14,1,2.7
771,232,10,1,2.7
772,232,19,1,2.7
773,232,3,1,2.7
774,232,98,1,2.7
775,233,-,27,72.97
776,233,4,2,5.41
777,233,2008,1,2.7
778,233,53,1,2.7
779,233,1,1,2.7
780,233,47,1,2.7
781,233,28,1,2.7
782,233,11,1,2.7
783,233,3,1,2.7
784,233,151,1,2.7
785,234,-,23,62.16
786,234,3,2,5.41
787,234,6,2,5.41
788,234,2,2,5.41
789,234,2009,1,2.7
790,234,9,1,2.7
791,234,55,1,2.7
792,234,41,1,2.7
793,234,19,1,2.7
794,234,4,1,2.7
795,234,7,1,2.7
796,234,157,1,2.7
797,235,-,24,64.86
798,235,3,2,5.41
799,235,2010,1,2.7
800,235,15,1,2.7
801,235,7,1,2.7
802,235,54,1,2.7
803,235,39,1,2.7
804,235,38,1,2.7
805,235,67,1,2.7
806,235,2,1,2.7
807,235,8,1,2.7
808,235,17,1,2.7
809,235,253,1,2.7
810,236,-,23,62.16
811,236,35,2,5.41
812,236,1,2,5.41
813,236,2011,1,2.7
814,236,23,1,2.7
815,236,67,1,2.7
816,236,2,1,2.7
817,236,30,1,2.7
818,236,63,1,2.7
819,236,6,1,2.7
820,236,10,1,2.7
821,236,15,1,2.7
822,236,288,1,2.7
823,237,-,22,59.46
824,237,41,2,5.41
825,237,1,2,5.41
826,237,2012,1,2.7
827,237,29,1,2.7
828,237,49,1,2.7
829,237,7,1,2.7
830,237,31,1,2.7
831,237,36,1,2.7
832,237,10,1,2.7
833,237,3,1,2.7
834,237,20,1,2.7
835,237,269,1,2.7
836,237,"[1] More than one violation may be involved in one case, and accordingly (*) the case was classified according to the most prominent violation",1,2.7
837,238,-,21,56.76
838,238,39,3,8.11
839,238,2013,1,2.7
840,238,43,1,2.7
841,238,20,1,2.7
842,238,23,1,2.7
843,238,5,1,2.7
844,238,4,1,2.7
845,238,56,1,2.7
846,238,2,1,2.7
847,238,7,1,2.7
848,238,6,1,2.7
849,238,3,1,2.7
850,238,1,1,2.7
851,238,287,1,2.7
852,239,-,20,54.05
853,239,1,3,8.11
854,239,2014,1,2.7
855,239,22,1,2.7
856,239,2,1,2.7
857,239,72,1,2.7
858,239,62,1,2.7
859,239,27,1,2.7
860,239,11,1,2.7
861,239,7,1,2.7
862,239,14,1,2.7
863,239,244,1,2.7
864,239,20,1,2.7
865,239,42,1,2.7
866,239,4,1,2.7
867,239,530,1,2.7
868,240,-,21,56.76
869,240,30,2,5.41
870,240,24,2,5.41
871,240,4,2,5.41
872,240,2015,1,2.7
873,240,0,1,2.7
874,240,89,1,2.7
875,240,10,1,2.7
876,240,99,1,2.7
877,240,20,1,2.7
878,240,31,1,2.7
879,240,2,1,2.7
880,240,65,1,2.7
881,240,432,1,2.7
882,241,-,22,59.46
883,241,2016,1,2.7
884,241,4,1,2.7
885,241,0,1,2.7
886,241,16,1,2.7
887,241,81,1,2.7
888,241,13,1,2.7
889,241,7,1,2.7
890,241,9,1,2.7
891,241,23,1,2.7
892,241,27,1,2.7
893,241,31,1,2.7
894,241,2,1,2.7
895,241,21,1,2.7
896,241,19,1,2.7
897,241,253,1,2.7
898,242,-,23,62.16
899,242,1,3,8.11
900,242,8,2,5.41
901,242,2017,1,2.7
902,242,34,1,2.7
903,242,10,1,2.7
904,242,3,1,2.7
905,242,78,1,2.7
906,242,14,1,2.7
907,242,17,1,2.7
908,242,4,1,2.7
909,242,179,1,2.7
910,243,-,19,51.35
911,243,7,2,5.41
912,243,6,2,5.41
913,243,2018,1,2.7
914,243,10,1,2.7
915,243,25,1,2.7
916,243,4,1,2.7
917,243,13,1,2.7
918,243,15,1,2.7
919,243,9,1,2.7
920,243,48,1,2.7
921,243,0,1,2.7
922,243,8,1,2.7
923,243,32,1,2.7
924,243,17,1,2.7
925,243,16,1,2.7
926,243,223,1,2.7
927,244,-,19,51.35
928,244,2,4,10.81
929,244,6,3,8.11
930,244,0,3,8.11
931,244,2019,1,2.7
932,244,25,1,2.7
933,244,5,1,2.7
934,244,37,1,2.7
935,244,26,1,2.7
936,244,55,1,2.7
937,244,36,1,2.7
938,244,210,1,2.7
939,245,-,22,59.46
940,245,1,2,5.41
941,245,3,2,5.41
942,245,2020,1,2.7
943,245,24,1,2.7
944,245,27,1,2.7
945,245,8,1,2.7
946,245,39,1,2.7
947,245,21,1,2.7
948,245,34,1,2.7
949,245,2,1,2.7
950,245,7,1,2.7
951,245,18,1,2.7
952,245,188,1,2.7
953,246,-,20,54.05
954,246,1,4,10.81
955,246,7,3,8.11
956,246,2021,1,2.7
957,246,24,1,2.7
958,246,17,1,2.7
959,246,25,1,2.7
960,246,18,1,2.7
961,246,20,1,2.7
962,246,2,1,2.7
963,246,3,1,2.7
964,246,9,1,2.7
965,246,143,1,2.7
966,247,-,21,56.76
967,247,1,3,8.11
968,247,14,2,5.41
969,247,4,2,5.41
970,247,7,2,5.41
971,247,2022,1,2.7
972,247,17,1,2.7
973,247,5,1,2.7
974,247,23,1,2.7
975,247,15,1,2.7
976,247,10,1,2.7
977,247,123,1,2.7
978,248,-,18,48.65
979,248,3,4,10.81
980,248,1,4,10.81
981,248,9,3,8.11
982,248,2023,1,2.7
983,248,33,1,2.7
984,248,22,1,2.7
985,248,19,1,2.7
986,248,0,1,2.7
987,248,38,1,2.7
988,248,7,1,2.7
989,248,162,1,2.7
990,249,-,16,43.24
991,249,1,5,13.51
992,249,3,2,5.41
993,249,2,2,5.41
994,249,2024,1,2.7
995,249,16,1,2.7
996,249,25,1,2.7
997,249,22,1,2.7
998,249,37,1,2.7
999,249,0,1,2.7
1000,249,17,1,2.7
1001,249,9,1,2.7
1002,249,6,1,2.7
1003,249,8,1,2.7
1004,249,5,1,2.7
1005,249,160,1,2.7
1006,252,-,6,40.0
1007,252,"أسهم الملكية الخاصة
Private Equity",1,6.67
1008,252,940,1,6.67
1009,252,1214,1,6.67
1010,252,1234,1,6.67
1011,252,1368,1,6.67
1012,252,1889,1,6.67
1013,252,2993,1,6.67
1014,252,6666,1,6.67
1015,252,12052,1,6.67
1016,253,-,11,73.33
1017,253,"رأس المال الجريء
Venture capital",1,6.67
1018,253,706,1,6.67
1019,253,824,1,6.67
1020,253,834,1,6.67
1021,260,-,6,40.0
1022,260,0,2,13.33
1023,260,"مغذي
Feeder Fund",1,6.67
1024,260,24,1,6.67
1025,260,68,1,6.67
1026,260,80,1,6.67
1027,260,165,1,6.67
1028,260,215,1,6.67
1029,260,280,1,6.67
1030,261,-,6,40.0
1031,261,"تمويلي
Credit Base Fund",1,6.67
1032,261,27,1,6.67
1033,261,102,1,6.67
1034,261,64,1,6.67
1035,261,118,1,6.67
1036,261,187,1,6.67
1037,261,248,1,6.67
1038,261,20287,1,6.67
1039,261,24165,1,6.67
1040,262,-,10,66.67
1041,262,1,4,26.67
1042,262,"وقفي
Endowment",1,6.67
1043,271,-,12,70.59
1044,271,"رأس المال المحمي
Protected Capital",1,5.88
1045,271,124,1,5.88
1046,271,940,1,5.88
1047,271,849,1,5.88
1048,271,154,1,5.88
1049,273,-,7,41.18
1050,273,"صناديق الاستثمار العقاري المتداولة
REITs",1,5.88
1051,273,1457,1,5.88
1052,273,21921,1,5.88
1053,273,124780,1,5.88
1054,273,127593,1,5.88
1055,273,156342,1,5.88
1056,273,305372,1,5.88
1057,273,301031,1,5.88
1058,273,550543,1,5.88
1059,273,513588,1,5.88
1060,276,-,21,100.0
1061,278,-,9,42.86
1062,278,"مراقبة السوق [1]
 Market Surveillance",1,4.76
1063,278,1228,1,4.76
1064,278,1047,1,4.76
1065,278,1165,1,4.76
1066,278,713,1,4.76
1067,278,156,1,4.76
1068,278,93,1,4.76
1069,278,332,1,4.76
1070,278,282,1,4.76
1071,278,317,1,4.76
1072,278,396,1,4.76
1073,278,233,1,4.76
1074,279,-,7,33.33
1075,279,"تنبيه [2]
Alert",1,4.76
1076,279,746,1,4.76
1077,279,660,1,4.76
1078,279,863,1,4.76
1079,279,682,1,4.76
1080,279,460,1,4.76
1081,279,354,1,4.76
1082,279,649,1,4.76
1083,279,448,1,4.76
1084,279,542,1,4.76
1085,279,623,1,4.76
1086,279,503,1,4.76
1087,279,[1] “ Market Surveillance” means referrals produced by the surveillance e-system on any suspected violation found in a security transaction.,1,4.76
1088,279,[2] What is meant by “alert” is the suspicion that is detected by issuing a signal from the “SMARTS” regulatory system that there are unusual trades.,1,4.76
1089,280,-,9,42.86
1090,280,"الإجمالي
Total",1,4.76
1091,280,1974,1,4.76
1092,280,1707,1,4.76
1093,280,2028,1,4.76
1094,280,1395,1,4.76
1095,280,616,1,4.76
1096,280,447,1,4.76
1097,280,981,1,4.76
1098,280,730,1,4.76
1099,280,859,1,4.76
1100,280,1019,1,4.76
1101,280,736,1,4.76
1102,281,"العنصر
Item",1,6.25
1103,281,-,1,6.25
1104,281,"التعامل
Dealing",1,6.25
1105,281,"إدارة الأصول
Asset Management",1,6.25
1106,281,"المصرفية الاستثمارية
Investment Banking",1,6.25
1107,281,"المشورة/ الأبحاث
Advice/Research",1,6.25
1108,281,"الحفظ
Custody",1,6.25
1109,281,"الاستثمارات
Investments",1,6.25
1110,281,"إيرادات أخرى
Other Revenues",1,6.25
1111,281,"الإيرادات
Revenues",1,6.25
1112,281,"الرواتب والأجور
Salaries & Wages",1,6.25
1113,281,"التسويق
Marketing",1,6.25
1114,281,"مصاريف أخرى
Other Expenses",1,6.25
1115,281,"إجمالي المصاريف
Total Expenses",1,6.25
1116,281,"الأرباح/ الخسائر
Profit/Loss",1,6.25
1117,281,[1] تتضمن بيانات مؤسسات السوق المالية مرخص لهم بالترتيب والمشورة وإدارة محافظ المستثمرين ذوي الخبرة وإدارة الصناديق الخاصة غير العقارية,1,6.25
