السنة ,الربع,المنطقة ,المدينة,الحي ,نوع العقار ,تصنيف العقار ,عدد الصفقات,متوسط الايجار  ر.س,متوسط الايجار لكل متر مربع ر.س
2026,1,مكة المكرمة,حلي - العينه,العينه,دور,سكني,2,10800,56
2026,1,مكة المكرمة,مكة المكرمة,السلام,شقة,سكني,640,16354.95,119.43
2026,1,مكة المكرمة,مكة المكرمة,السنابل,دور,سكني,4,14333.33,101.4
2026,1,مكة المكرمة,كليه,كليه,محل,تجاري,6,0,0
2026,1,مكة المكرمة,الطائف,النرجس,محل,تجاري,3,0,0
2026,1,مكة المكرمة,جدة,الربوة,فيلا,سكني,34,62949.9,161.68
2026,1,مكة المكرمة,رنية,الجدر الغربي,فيلا,سكني,2,14400,56.44
2026,1,مكة المكرمة,مكة المكرمة,الغزة الجديد,محل,تجاري,9,0,0
2026,1,مكة المكرمة,جدة,الأمواج,معرض تجاري,تجاري,15,0,0
2026,1,مكة المكرمة,الجموم,النقابة,معرض تجاري,تجاري,1,0,0
2026,1,مكة المكرمة,جدة,المروج,فيلا,سكني,3,30000,130.14
2026,1,مكة المكرمة,جدة,جامعة الملك عبدالعزيز,شقة,سكني,140,27049.53,243.12
2026,1,مكة المكرمة,مكة المكرمة,القرارة الجديد,محل,تجاري,7,0,0
2026,1,مكة المكرمة,جدة,النور,شقة,سكني,138,20925.61,167.04
2026,1,مكة المكرمة,خليص,الملك فهد بن عبدالعزيز,شقة,سكني,3,11400,65.33
2026,1,مكة المكرمة,الجموم - بحرة,البساتين,محل,تجاري,4,0,0
2026,1,مكة المكرمة,الطائف,الحزم,شقة,سكني,55,15441.66,113
2026,1,مكة المكرمة,العرضيات - نمرة,الصبغان,محل,تجاري,1,0,0
2026,1,مكة المكرمة,المساخف (الحيله),المساخف (الحيله),شقة,سكني,1,6000,66.66
2026,1,مكة المكرمة,جدة,بني مالك,معرض تجاري,تجاري,51,0,0
2026,1,مكة المكرمة,رنية,حى السلم القديم,محل,تجاري,3,0,0
2026,1,مكة المكرمة,تربة,اللبط,محل,تجاري,1,0,0
2026,1,مكة المكرمة,جدة,الغولاء,استديو,سكني,2,12000,600
2026,1,مكة المكرمة,جدة,الصفحة,شقة,سكني,12,17760,124.86
2026,1,مكة المكرمة,الطالعيه,الطالعيه,شقة,سكني,1,12000,103.44
2026,1,مكة المكرمة,جدة,الرياض,معرض تجاري,تجاري,4,0,0
2026,1,مكة المكرمة,الطائف,القطبية الشرقية,دور,سكني,39,23200.03,116.2
2026,1,مكة المكرمة,أضم,العزيزية,استديو,سكني,1,6000,240
2026,1,مكة المكرمة,الطائف,الكدى,دور,سكني,3,21666,131.3
2026,1,مكة المكرمة,مكة المكرمة,الجامعة,مكتب,تجاري,20,0,0
2026,1,مكة المكرمة,الطائف,النسيم,فيلا,سكني,1,26000,130
2026,1,مكة المكرمة,الطائف,جبرة,شقة,سكني,80,15647.16,115.54
2026,1,مكة المكرمة,جدة,القريات,معرض تجاري,تجاري,6,0,0
2026,1,مكة المكرمة,خليص,اليمانية,شقة,سكني,4,14850,80
2026,1,مكة المكرمة,القنفذة,منطقة الخدمات المركزية,مكتب,تجاري,1,0,0
2026,1,مكة المكرمة,الطائف,الواسط,فيلا,سكني,6,16799.8,63.15
2026,1,مكة المكرمة,الطائف,أم الدروب,دور,سكني,2,15000,67.5
2026,1,مكة المكرمة,مكة المكرمة,الزاهر,فيلا,سكني,1,16000,44.65
2026,1,مكة المكرمة,جدة,الرحمانية,محل,تجاري,51,0,0
2026,1,مكة المكرمة,جدة,الكوثر,معرض تجاري,تجاري,6,0,0
2026,1,مكة المكرمة,الطائف,القاعدة الجوية,دور,سكني,2,15600,85.5
2026,1,مكة المكرمة,جدة,الرويس,محل,تجاري,191,0,0
2026,1,مكة المكرمة,حراض الاسفل,حراض الاسفل,شقة,سكني,2,9000,83.41
2026,1,مكة المكرمة,جدة,العبير,شقة,سكني,1,12000,120
2026,1,مكة المكرمة,الزهره,الزهره,شقة,سكني,2,16200,147
2026,1,مكة المكرمة,النويدره,النويدره,شقة,سكني,3,12800,116.66
2026,1,مكة المكرمة,جدة,جامعة الملك عبدالعزيز,استديو,سكني,9,15975,364.34
2026,1,مكة المكرمة,الليث,حي ج1,شقة,سكني,2,18000,90
2026,1,مكة المكرمة,جدة,الخالدية,مكتب,تجاري,168,0,0
2026,1,مكة المكرمة,الطائف,السناح,دور,سكني,5,17250,95.41
